0ERVDWMR9H78W8QR173KX6J01W,74.66,1508627,2021-06-26 16:36:18 UTC,,,
0ERVDWYRFKR58ES2X0NQT7475A,77.18,1508627,2021-06-26 16:36:51 UTC,,,
0ERVDX8S8JMPC0ARDF32K6M25F,77.36,1508627,2021-06-26 16:37:24 UTC,,,
0ERVDXJTA2M39X9SDSPY90AJHC,77.54,1508627,2021-06-26 16:37:57 UTC,,,
0ERVDXWT98Q773KGAHYKCM3J0A,77.36,1508627,2021-06-26 16:38:29 UTC,,,
0ERVDY6TVNGJ87462HAFC88K2A,77.18,1508627,2021-06-26 16:39:02 UTC,,,
0ERVDYGV7J8FAFYBWXFC0M4MGX,77.36,1508627,2021-06-26 16:39:35 UTC,,,
0ERVDYTVXVY0SRCMSFRH5GHMRW,77.36,1508627,2021-06-26 16:40:08 UTC,,,
0ERVDZ4WA9PJ26A6R7S5QR0YQ5,77.18,1508627,2021-06-26 16:40:41 UTC,,,
0ERVDZEXFAQ8NENNN9EDJFYXNQ,77.18,1508627,2021-06-26 16:41:14 UTC,,,
0ERVDZRXJN1R509VCFDTWX5BYV,77.18,1508627,2021-06-26 16:41:46 UTC,,,
0ERVE02Y0ABDKWFD185WRJVS0B,77.18,1508627,2021-06-26 16:42:19 UTC,,,
0ERVE0CZ1K2BTBHQC1F60YAZZ7,77.18,1508627,2021-06-26 16:42:52 UTC,,,
0ERVE0Q056Y90BXNKFZCSCPSTV,77.0,1508627,2021-06-26 16:43:25 UTC,,,
0ERVE1A9EGME1P33JMQVR88JD6,77.0,1508627,2021-06-26 16:44:28 UTC,,,
0ERVE1M9M8SHCBPD1FVC7TZAJ8,77.0,1508627,2021-06-26 16:45:01 UTC,,,
0ERVE1YADVQV09M7AD03P2R19X,77.0,1508627,2021-06-26 16:45:34 UTC,,,
0ERVE2HM24KDJ5HAGSVFGMYVRQ,77.18,1508627,2021-06-26 16:46:37 UTC,,,
0ERVE34WBKDRNHRM96FF763X86,77.18,1508627,2021-06-26 16:47:40 UTC,,,
0ERVE3EWRA7B10A8SPREH11MEB,77.18,1508627,2021-06-26 16:48:13 UTC,,,
0ERVE3RXAV20BY32MQ2Q0297TS,77.18,1508627,2021-06-26 16:48:46 UTC,,,
0ERVE42XA7WK187TBYDJ4WCHQF,77.18,1508627,2021-06-26 16:49:19 UTC,,,
0ERVE4CY48FD43TG8QRE471NJY,77.18,1508627,2021-06-26 16:49:51 UTC,,,
0ERVE4PYKNS1G7ZGK0JHT7XPVY,77.18,1508627,2021-06-26 16:50:24 UTC,,,
0ERVE50YRBRDRNKAK1X9DVJXVR,77.54,1508627,2021-06-26 16:50:57 UTC,,,
0ERVE5M77QVXM9NATZBCAY9T2W,77.72,1508627,2021-06-26 16:52:00 UTC,,,
0ERVE67FZ5K00PDHS9J2B8DVN5,77.72,1508627,2021-06-26 16:53:03 UTC,,,
0ERVE6HG7DPWTWX32FPDN8JCCC,77.72,1508627,2021-06-26 16:53:36 UTC,,,
0ERVE6VHMA3S96NQ9S5680ACRA,77.72,1508627,2021-06-26 16:54:09 UTC,,,
0ERVE75HP8D7D584Z0DHRZYV1V,77.72,1508627,2021-06-26 16:54:42 UTC,,,
0ERVE7RTN35QHRBDGNWK5GKJBR,78.08,1508627,2021-06-26 16:55:45 UTC,,,
0ERVE82TTN1EMPXD1PHX3W7X6M,78.08,1508627,2021-06-26 16:56:18 UTC,,,
0ERVE8CVTFRJ1996PK5215M6R9,77.9,1508627,2021-06-26 16:56:51 UTC,,,
0ERVE8PWQDGFSACB83PEWTG4V3,77.72,1508627,2021-06-26 16:57:23 UTC,,,
0ERVE90X8T0SZMZT2RNW5P762C,77.72,1508627,2021-06-26 16:57:56 UTC,,,
0ERVE9AXT4S4R7V4297VBZ6TRA,77.72,1508627,2021-06-26 16:58:29 UTC,,,
0ERVE9Y7522EEGCBWMNZZV0EPA,77.72,1508627,2021-06-26 16:59:32 UTC,,,
0ERVEATRK1KJSQJ1S15D9DYVV2,78.08,1508627,2021-06-26 17:01:06 UTC,,,
0ERVEB4SK2Q34WEV49TGR8R6MT,78.08,1508627,2021-06-26 17:01:39 UTC,,,
0ERVEBETFGQW6RSFA2AVSB9068,78.08,1508627,2021-06-26 17:02:12 UTC,,,
0ERVEBRVC4Q036F7E9ZKXXWAFN,78.26,1508627,2021-06-26 17:02:44 UTC,,,
0ERVEC2VWDRF4T692719AZRNBE,78.26,1508627,2021-06-26 17:03:17 UTC,,,
0ERVECCX0F080T7X3QRDEJ1W7A,78.44,1508627,2021-06-26 17:03:50 UTC,,,
0ERVECPZ6G271XBY3HFRKHMERQ,78.44,1508627,2021-06-26 17:04:23 UTC,,,
0ERVEDA8D55VREJ5FT94VE1EFJ,78.62,1508627,2021-06-26 17:05:26 UTC,,,
0ERVEDM8T23QC6TZ54JT66XE2E,78.62,1508627,2021-06-26 17:05:59 UTC,,,
0ERVEDYA0QMWARK8YAHZ2X4NY9,78.8,1508627,2021-06-26 17:06:32 UTC,,,
0ERVEE8B12FFQBRDKWZPEZP1JZ,78.8,1508627,2021-06-26 17:07:05 UTC,,,
0ERVEEJBNSTABE5DW8GMR0NJ3Q,78.98,1508627,2021-06-26 17:07:38 UTC,,,
0ERVEEWC5E21BHW4S9QGZR2WTJ,78.8,1508627,2021-06-26 17:08:11 UTC,,,
0ERVEF6CDK24V4XQ2VYY957R9K,78.8,1508627,2021-06-26 17:08:43 UTC,,,
0ERVEFGCQE6A4N2C33QG39WATF,78.62,1508627,2021-06-26 17:09:16 UTC,,,
0ERVEFTDBV86FY4YXGGWWHSXBD,78.62,1508627,2021-06-26 17:09:49 UTC,,,
0ERVEG4EETDVX8HJ7A3W6SZK0R,78.62,1508627,2021-06-26 17:10:22 UTC,,,
0ERVEGEESX6WGA3ZNK7PSTSWZN,78.62,1508627,2021-06-26 17:10:55 UTC,,,
0ERVEH1PYAN2RSFBTF5RDHJGJR,78.26,1508627,2021-06-26 17:11:58 UTC,,,
0ERVEHBQHGRV4YTDKZ00QWJZEJ,78.26,1508627,2021-06-26 17:12:31 UTC,,,
0ERVEHNRZ8M4P4KCH7323NCVS4,78.62,1508627,2021-06-26 17:13:04 UTC,,,
0ERVEJ92DSA47W7493S0N8CF6S,78.44,1508627,2021-06-26 17:14:07 UTC,,,
0ERVEJK3PX2ATCKS6JJ5SCY8NC,78.44,1508627,2021-06-26 17:14:40 UTC,,,
0ERVEK6DC4003TJQB7S5XYBCFC,78.8,1508627,2021-06-26 17:15:43 UTC,,,
0ERVEKGEGSGECVHTN35BCW6V36,78.8,1508627,2021-06-26 17:16:16 UTC,,,
0ERVEKTG008VY6BZ5BHAHM6269,78.98,1508627,2021-06-26 17:16:49 UTC,,,
0ERVEN095EFXMNK0YK4NC6Y2V6,79.16,1508627,2021-06-26 17:18:53 UTC,,,
0ERVENA9SSD3HRTVCPHTRG2SCA,79.16,1508627,2021-06-26 17:19:25 UTC,,,
0ERVENMA1EX8M3AMX358RS8RT5,78.98,1508627,2021-06-26 17:19:58 UTC,,,
0ERVENYAK4EK4FGSRQAJKDY39J,79.16,1508627,2021-06-26 17:20:31 UTC,,,
0ERVEP8BGM1DA2QRS6N6X80PRK,79.34,1508627,2021-06-26 17:21:04 UTC,,,
0ERVEPVMTF943HSHT8SY0ZGHG5,80.06,1508627,2021-06-26 17:22:07 UTC,,,
0ERVEQ5NSXTCSJ379C5TCF56CS,80.24,1508627,2021-06-26 17:22:40 UTC,,,
0ERVEQFPQ2K8A1C98SPYSQCHKA,80.24,1508627,2021-06-26 17:23:13 UTC,,,
0ERVER2ZKQKD4Q7XM9SV7XRYXY,80.24,1508627,2021-06-26 17:24:16 UTC,,,
0ERVERP94G8N4TYRMVTDDTPVWW,80.24,1508627,2021-06-26 17:25:19 UTC,,,
0ERVES0B9TY5A7S5R6H7F6RNK7,80.24,1508627,2021-06-26 17:25:52 UTC,,,
0ERVESKMZZPJ8XHP1XA5A6VNWJ,80.42,1508627,2021-06-26 17:26:55 UTC,,,
0ERVESXNZC34C2V84ZF8F9H50F,80.78,1508627,2021-06-26 17:27:28 UTC,,,
0ERVET7PKF5KGQNCX62S9WC5J9,80.96,1508627,2021-06-26 17:28:01 UTC,,,
0ERVETHQ1FXH3Z3AXE4D0TZ4WX,80.96,1508627,2021-06-26 17:28:34 UTC,,,
0ERVETVRSJYEFM31QCEFWP645T,80.96,1508627,2021-06-26 17:29:07 UTC,,,
0ERVEV5S0JTFMYEQW4GQQGSC4R,80.96,1508627,2021-06-26 17:29:40 UTC,,,
0ERVEVFTKB3Y8QVPQFTDZ6NQQ7,81.14,1508627,2021-06-26 17:30:13 UTC,,,
0ERVEVSVZMHPWFXNN1TXE2GR7F,81.14,1508627,2021-06-26 17:30:46 UTC,,,
0ERVEW3X48HA4RXT9N96YXMQC3,81.14,1508627,2021-06-26 17:31:18 UTC,,,
0ERVEWDXN9V9TSXQJ79QP881CJ,81.32,1508627,2021-06-26 17:31:51 UTC,,,
0ERVEWQXZGEH48D421RCXXR9AZ,81.32,1508627,2021-06-26 17:32:24 UTC,,,
0ERVEX1Z3Y565KB48EZ5FGYS31,81.5,1508627,2021-06-26 17:32:57 UTC,,,
0ERVEXC0DCGG85SSNEZ5FD8VZW,81.5,1508627,2021-06-26 17:33:30 UTC,,,
0ERVEY8JJNBGBV9Y94B1E1856G,81.5,1508627,2021-06-26 17:35:03 UTC,,,
0ERVEYJKDXHNPF6V88Z40QMKS6,81.68,1508627,2021-06-26 17:35:36 UTC,,,
0ERVEYWMAYVNQHD3CQPRFVCGYE,81.86,1508627,2021-06-26 17:36:09 UTC,,,
0ERVEZ6N89RD3YZPFX28EQT3GT,81.86,1508627,2021-06-26 17:36:42 UTC,,,
0ERVEZGNWTWD7JB0HBFKWMM2M2,81.86,1508627,2021-06-26 17:37:15 UTC,,,
0ERVF0D77WZTF9BWT9F7J1FYDT,82.22,1508627,2021-06-26 17:38:48 UTC,,,
0ERVF0Q8DC9XCMFZWJ95HC58HT,82.22,1508627,2021-06-26 17:39:21 UTC,,,
0ERVF119M56P0FP2D5PTEEBJWQ,82.4,1508627,2021-06-26 17:39:54 UTC,,,
0ERVF1BAFTSWQY9868R3VS7XFZ,82.4,1508627,2021-06-26 17:40:27 UTC,,,
0ERVF1NC4HFAYV09200RCH0FMB,82.76,1508627,2021-06-26 17:41:00 UTC,,,
0ERVF1ZE3JVQQGEGVBHBDSBKTA,82.94,1508627,2021-06-26 17:41:33 UTC,,,
0ERVF29FCAXSYBA8A2FD1DDF9V,82.94,1508627,2021-06-26 17:42:06 UTC,,,
0ERVF2KF97S3P3P8SQW1CYN1QP,82.94,1508627,2021-06-26 17:42:39 UTC,,,
0ERVF2XG2GG2H3G5RSQ0B3TT9A,82.94,1508627,2021-06-26 17:43:11 UTC,,,
0ERVF3GS054M36GC9WY071JYD7,82.94,1508627,2021-06-26 17:44:15 UTC,,,
